# Ping pong run at Tue Mar 12 11:50:42 2024
# Data Size 4096
# Processor 0 with MPI name: lac-363
# Processor 1 with MPI name: lac-364
# iteration, total time taken
1,  8.57254e-05
2,  4.72376e-05
3,  6.14813e-05
4,  7.3567e-05
5,  5.02504e-05
6,  4.54672e-05
7,  4.88153e-05
8,  4.99608e-05
9,  4.55212e-05
10,  6.15502e-05
11,  4.42369e-05
12,  4.32022e-05
13,  8.86237e-05
14,  5.838e-05
15,  5.78836e-05
16,  6.5065e-05
17,  4.89596e-05
18,  6.11357e-05
19,  4.40311e-05
20,  5.87953e-05
21,  5.14016e-05
22,  5.96577e-05
23,  5.97266e-05
24,  7.22744e-05
25,  4.60856e-05
26,  7.14147e-05
27,  4.46336e-05
28,  5.39264e-05
29,  4.4981e-05
30,  4.55575e-05
31,  4.45573e-05
32,  5.29708e-05
33,  4.40869e-05
34,  4.57363e-05
35,  4.41736e-05
36,  5.92209e-05
37,  5.77159e-05
38,  5.75976e-05
39,  5.83967e-05
40,  5.74905e-05
41,  5.78333e-05
42,  5.86594e-05
43,  5.77057e-05
44,  4.40767e-05
45,  7.26394e-05
46,  5.80037e-05
47,  4.95538e-05
48,  5.68479e-05
49,  5.85299e-05
50,  5.84964e-05
51,  5.76172e-05
52,  4.56236e-05
53,  5.73182e-05
54,  4.44865e-05
55,  5.80661e-05
56,  4.27589e-05
57,  4.46718e-05
58,  4.27309e-05
59,  4.93824e-05
60,  4.64749e-05
61,  5.94212e-05
62,  5.79478e-05
63,  5.85234e-05
64,  4.35142e-05
65,  4.93964e-05
66,  5.96223e-05
67,  4.91645e-05
68,  6.05593e-05
69,  5.8149e-05
70,  6.45677e-05
71,  4.32963e-05
72,  5.8271e-05
73,  4.52371e-05
74,  4.37368e-05
75,  4.29098e-05
76,  5.85746e-05
77,  4.39463e-05
78,  4.48516e-05
79,  4.57428e-05
80,  5.80773e-05
81,  7.30427e-05
82,  6.55111e-05
83,  5.79022e-05
84,  7.41258e-05
85,  4.28194e-05
86,  5.74812e-05
87,  4.4398e-05
88,  4.82732e-05
89,  5.84982e-05
90,  4.4398e-05
91,  5.79059e-05
92,  4.53657e-05
93,  5.77616e-05
94,  4.33391e-05
95,  5.93057e-05
96,  5.73806e-05
97,  5.75855e-05
98,  8.12467e-05
99,  5.79692e-05
100,  5.7756e-05
