# Ping pong run at Tue Mar 12 11:49:22 2024
# Data Size 32
# Processor 0 with MPI name: lac-363
# Processor 1 with MPI name: lac-364
# iteration, total time taken
1,  5.23245e-05
2,  1.87419e-05
3,  3.7455e-05
4,  5.27995e-05
5,  2.30968e-05
6,  2.41147e-05
7,  2.37618e-05
8,  1.80174e-05
9,  4.16469e-05
10,  1.57002e-05
11,  5.23729e-05
12,  2.25678e-05
13,  1.76225e-05
14,  1.61845e-05
15,  1.5826e-05
16,  1.6313e-05
17,  1.60569e-05
18,  3.3766e-05
19,  4.68856e-05
20,  4.85163e-05
21,  2.27373e-05
22,  2.38353e-05
23,  6.44429e-05
24,  3.26578e-05
25,  3.9055e-05
26,  1.72518e-05
27,  1.64676e-05
28,  1.55261e-05
29,  1.59973e-05
30,  3.27928e-05
31,  0.000106386
32,  0.00025396
33,  0.000168475
34,  0.00078976
35,  0.000173877
36,  0.00143098
37,  0.000269949
38,  0.0022937
39,  0.000157391
40,  0.00327795
41,  1.52597e-05
42,  3.12245e-05
43,  1.57133e-05
44,  1.55456e-05
45,  3.02382e-05
46,  2.93469e-05
47,  2.95844e-05
48,  2.94046e-05
49,  3.44925e-05
50,  1.5744e-05
51,  3.44738e-05
52,  1.56425e-05
53,  1.52448e-05
54,  1.60001e-05
55,  3.87561e-05
56,  3.00212e-05
57,  3.0092e-05
58,  3.44357e-05
59,  5.24828e-05
60,  1.63186e-05
61,  1.56574e-05
62,  3.01693e-05
63,  4.88367e-05
64,  3.46759e-05
65,  1.51237e-05
66,  3.47523e-05
67,  3.10475e-05
68,  4.55193e-05
69,  3.45102e-05
70,  2.99737e-05
71,  1.57524e-05
72,  3.1855e-05
73,  4.9796e-05
74,  1.58278e-05
75,  3.43528e-05
76,  4.71231e-05
77,  1.5677e-05
78,  3.0647e-05
79,  2.92994e-05
80,  1.52867e-05
81,  1.5473e-05
82,  1.55e-05
83,  1.58353e-05
84,  3.11434e-05
85,  1.60504e-05
86,  1.58483e-05
87,  3.01627e-05
88,  3.08286e-05
89,  1.60662e-05
90,  1.60597e-05
91,  1.58232e-05
92,  1.62236e-05
93,  1.60364e-05
94,  5.16009e-05
95,  1.6043e-05
96,  1.59554e-05
97,  1.58921e-05
98,  5.26458e-05
99,  2.36379e-05
100,  1.83685e-05
