# Ping pong run at Thu Mar  7 11:25:36 2024
# Data Size 8
# Processor 0 with MPI name: lac-240
# Processor 1 with MPI name: lac-241
# iteration, total time taken
1,  8.37203e-05
2,  2.00337e-05
3,  2.61599e-05
4,  2.0192e-05
5,  1.89394e-05
6,  2.62419e-05
7,  2.58982e-05
8,  2.64375e-05
9,  2.57036e-05
10,  2.62037e-05
11,  2.57595e-05
12,  2.60705e-05
13,  2.54912e-05
14,  2.5874e-05
15,  2.60798e-05
16,  2.60798e-05
17,  2.61553e-05
18,  1.93641e-05
19,  2.07601e-05
20,  2.21701e-05
21,  1.81375e-05
22,  1.85017e-05
23,  1.81952e-05
24,  2.58824e-05
25,  3.35202e-05
26,  1.85408e-05
27,  1.88062e-05
28,  2.70642e-05
29,  1.9596e-05
30,  1.89608e-05
31,  1.80639e-05
32,  1.85259e-05
33,  3.12999e-05
34,  1.78963e-05
35,  2.69432e-05
36,  1.95e-05
37,  1.92216e-05
38,  1.90632e-05
39,  4.2405e-05
40,  1.80583e-05
41,  1.81133e-05
42,  1.86693e-05
43,  1.89887e-05
44,  1.82884e-05
45,  1.82381e-05
46,  1.79401e-05
47,  1.85706e-05
48,  1.76746e-05
49,  1.79568e-05
50,  1.83554e-05
51,  1.93696e-05
52,  1.84188e-05
53,  1.85659e-05
54,  1.87792e-05
55,  1.84737e-05
56,  1.84514e-05
57,  1.8646e-05
58,  1.82269e-05
59,  1.90707e-05
60,  1.83405e-05
61,  1.86991e-05
62,  1.90372e-05
63,  1.8321e-05
64,  1.8971e-05
65,  1.9365e-05
66,  1.83573e-05
67,  2.79974e-05
68,  1.84895e-05
69,  1.91107e-05
70,  1.88798e-05
71,  1.86088e-05
72,  1.8212e-05
73,  1.89627e-05
74,  1.86795e-05
75,  3.19015e-05
76,  1.82418e-05
77,  1.81617e-05
78,  1.85994e-05
79,  1.86563e-05
80,  1.80481e-05
81,  1.81543e-05
82,  1.81552e-05
83,  1.85994e-05
84,  1.84616e-05
85,  1.85138e-05
86,  1.82586e-05
87,  1.79214e-05
88,  1.82884e-05
89,  1.81645e-05
90,  1.79941e-05
91,  1.79587e-05
92,  1.87615e-05
93,  1.84337e-05
94,  2.77096e-05
95,  2.58163e-05
96,  2.54102e-05
97,  2.54959e-05
98,  2.52891e-05
99,  2.65585e-05
100,  2.68435e-05
