# Ping pong run at Tue Mar 12 10:49:48 2024
# Data Size 128
# Processor 0 with MPI name: lac-079
# Processor 1 with MPI name: lac-421
# iteration, total time taken
1,  5.32614e-05
2,  3.50559e-05
3,  1.86348e-05
4,  2.38754e-05
5,  2.42051e-05
6,  1.984e-05
7,  2.54717e-05
8,  2.52463e-05
9,  2.87415e-05
10,  1.66353e-05
11,  2.28519e-05
12,  1.72546e-05
13,  1.66893e-05
14,  2.30651e-05
15,  2.84715e-05
16,  1.66558e-05
17,  1.65524e-05
18,  1.80192e-05
19,  2.55127e-05
20,  3.02419e-05
21,  3.19937e-05
22,  2.33501e-05
23,  1.75629e-05
24,  2.2131e-05
25,  1.7114e-05
26,  2.40337e-05
27,  1.71456e-05
28,  1.72844e-05
29,  2.51466e-05
30,  2.56263e-05
31,  3.95942e-05
32,  1.86143e-05
33,  1.76011e-05
34,  2.78493e-05
35,  1.69873e-05
36,  0.0139162
37,  0.00874276
38,  1.72658e-05
39,  1.6802e-05
40,  2.44249e-05
41,  1.68765e-05
42,  1.70525e-05
43,  2.92119e-05
44,  2.44975e-05
45,  1.71419e-05
46,  1.71466e-05
47,  1.71503e-05
48,  1.71056e-05
49,  1.73524e-05
50,  1.70236e-05
51,  1.687e-05
52,  1.68793e-05
53,  1.69333e-05
54,  1.59796e-05
55,  2.23266e-05
56,  1.69063e-05
57,  1.67089e-05
58,  1.60011e-05
59,  1.65869e-05
60,  1.67461e-05
61,  1.69352e-05
62,  2.21124e-05
63,  1.67275e-05
64,  2.24616e-05
65,  2.30027e-05
66,  1.66744e-05
67,  1.70097e-05
68,  1.69026e-05
69,  2.26991e-05
70,  1.62395e-05
71,  1.69333e-05
72,  1.73012e-05
73,  1.70907e-05
74,  2.36752e-05
75,  1.70199e-05
76,  2.17659e-05
77,  1.73105e-05
78,  1.70292e-05
79,  1.73962e-05
80,  2.43299e-05
81,  1.71782e-05
82,  1.73496e-05
83,  2.28193e-05
84,  2.94968e-05
85,  2.32039e-05
86,  2.30372e-05
87,  2.44603e-05
88,  1.71196e-05
89,  1.68867e-05
90,  2.3311e-05
91,  2.76687e-05
92,  1.66977e-05
93,  1.6747e-05
94,  2.40346e-05
95,  1.75675e-05
96,  3.02093e-05
97,  1.73273e-05
98,  1.72332e-05
99,  1.69026e-05
100,  2.7719e-05
